Order ID,Order Date,Ship Date,Ship Mode,Days to Ship Actual,Days to Ship Scheduled,Ship Status,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sales Forecast,Sales Target,Price,Profit Ratio,Sales Target Status,forecast_bias,Sales Forecast Status
US-2017-118486,2017-04-06,2017-04-08,First Class,2,1,Shipped Late,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,155.0,3,40.0,-36.0,232.0,158,51.67,-23.23,Target Not Achieved,77.0,Over Forecast
CA-2017-136742,2017-04-06,2017-04-10,Standard Class,4,6,Shipped Early,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602.0,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,45.0,6,70.0,-36.0,67.0,241,7.5,-80.0,Target Not Achieved,22.0,Over Forecast
US-2017-118486,2017-04-06,2017-04-08,First Class,2,1,Shipped Late,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,117.0,2,20.0,22.0,175.0,109,58.5,18.8,Target Achieved,58.0,Over Forecast
CA-2017-102652,2017-04-06,2017-04-12,Standard Class,6,6,Shipped On Time,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.0,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,92.0,2,0.0,16.0,138.0,763,46.0,17.39,Target Not Achieved,46.0,Over Forecast
US-2017-118486,2017-04-06,2017-04-08,First Class,2,1,Shipped Late,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.0,1,20.0,-2.0,15.0,10,10.0,-20.0,Target Achieved,5.0,Over Forecast
CA-2017-102652,2017-04-06,2017-04-12,Standard Class,6,6,Shipped On Time,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.0,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.0,3,0.0,9.0,29.0,241,6.33,47.37,Target Not Achieved,10.0,Over Forecast
CA-2017-102652,2017-04-06,2017-04-12,Standard Class,6,6,Shipped On Time,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.0,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.0,1,0.0,27.0,83.0,241,55.0,49.09,Target Not Achieved,28.0,Over Forecast
CA-2017-102652,2017-04-06,2017-04-12,Standard Class,6,6,Shipped On Time,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.0,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.0,7,0.0,13.0,50.0,763,4.71,39.39,Target Not Achieved,17.0,Over Forecast
CA-2017-124023,2017-04-07,2017-04-10,First Class,3,1,Shipped Late,PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608.0,South,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",9.0,2,0.0,3.0,13.0,9,4.5,33.33,Target Achieved,4.0,Over Forecast
CA-2017-165806,2017-04-07,2017-04-07,Same Day,0,0,Shipped On Time,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062.0,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,201.0,3,0.0,50.0,301.0,199,67.0,24.88,Target Achieved,100.0,Over Forecast
CA-2017-165806,2017-04-07,2017-04-07,Same Day,0,0,Shipped On Time,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062.0,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.0,9,0.0,28.0,87.0,52,6.44,48.28,Target Achieved,29.0,Over Forecast
CA-2017-128846,2017-04-07,2017-04-12,Standard Class,5,6,Shipped Early,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203.0,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,630.0,5,0.0,164.0,943.0,535,126.0,26.03,Target Achieved,313.0,Over Forecast
CA-2017-128846,2017-04-07,2017-04-12,Standard Class,5,6,Shipped Early,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,123.0,3,0.0,60.0,184.0,119,41.0,48.78,Target Achieved,61.0,Over Forecast
CA-2017-100363,2017-04-08,2017-04-15,Standard Class,7,6,Shipped Late,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301.0,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.0,2,20.0,1.0,4.0,19,1.0,50.0,Target Not Achieved,2.0,Over Forecast
CA-2017-121769,2017-04-08,2017-04-12,Standard Class,4,6,Shipped Early,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615.0,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.0,1,40.0,-95.0,258.0,162,172.0,-55.23,Target Achieved,86.0,Over Forecast
US-2017-163797,2017-04-08,2017-04-13,Standard Class,5,6,Shipped Early,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224.0,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",50.0,8,20.0,-12.0,75.0,44,6.25,-24.0,Target Achieved,25.0,Over Forecast
CA-2017-100363,2017-04-08,2017-04-15,Standard Class,7,6,Shipped Late,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301.0,West,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,19.0,3,20.0,7.0,28.0,19,6.33,36.84,Target Achieved,9.0,Over Forecast
CA-2017-150581,2017-04-08,2017-04-12,Standard Class,4,6,Shipped Early,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521.0,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,400.0,4,0.0,140.0,599.0,340,100.0,35.0,Target Achieved,199.0,Over Forecast
CA-2017-150581,2017-04-08,2017-04-12,Standard Class,4,6,Shipped Early,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521.0,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,100.0,1,20.0,2.0,149.0,109,100.0,2.0,Target Not Achieved,49.0,Over Forecast
US-2017-118997,2017-04-08,2017-04-12,Standard Class,4,6,Shipped Early,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601.0,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1216.0,8,0.0,316.0,1821.0,1167,152.0,25.99,Target Achieved,605.0,Over Forecast
US-2017-102715,2017-04-11,2017-04-13,Second Class,2,3,Shipped Early,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180.0,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.0,2,20.0,4.0,16.0,109,5.0,40.0,Target Not Achieved,6.0,Over Forecast
CA-2017-110555,2017-04-11,2017-04-18,Standard Class,7,6,Shipped Late,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405.0,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,87.0,7,0.0,24.0,130.0,109,12.43,27.59,Target Not Achieved,43.0,Over Forecast
CA-2017-110555,2017-04-11,2017-04-18,Standard Class,7,6,Shipped Late,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405.0,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,106.0,2,20.0,9.0,158.0,928,53.0,8.49,Target Not Achieved,52.0,Over Forecast
CA-2017-110555,2017-04-11,2017-04-18,Standard Class,7,6,Shipped Late,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405.0,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.0,6,0.0,91.0,326.0,928,36.17,41.94,Target Not Achieved,109.0,Over Forecast
CA-2017-138940,2017-04-11,2017-04-16,Second Class,5,3,Shipped Late,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745.0,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.0,6,20.0,265.0,1136.0,720,126.33,34.96,Target Achieved,378.0,Over Forecast
US-2017-102715,2017-04-11,2017-04-13,Second Class,2,3,Shipped Early,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180.0,South,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,336.0,7,20.0,42.0,503.0,928,48.0,12.5,Target Not Achieved,167.0,Over Forecast
US-2017-102715,2017-04-11,2017-04-13,Second Class,2,3,Shipped Early,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180.0,South,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,384.0,3,20.0,82.0,575.0,928,128.0,21.35,Target Not Achieved,191.0,Over Forecast
US-2017-102715,2017-04-11,2017-04-13,Second Class,2,3,Shipped Early,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180.0,South,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",7.0,3,20.0,2.0,10.0,109,2.33,28.57,Target Not Achieved,3.0,Over Forecast
US-2017-121734,2017-04-11,2017-04-16,Standard Class,5,6,Shipped Early,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501.0,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,10.0,1,20.0,3.0,14.0,109,10.0,30.0,Target Not Achieved,4.0,Over Forecast
CA-2017-154599,2017-04-12,2017-04-17,Standard Class,5,6,Shipped Early,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.0,4,20.0,38.0,656.0,1438,109.5,8.68,Target Not Achieved,218.0,Over Forecast
CA-2017-154599,2017-04-12,2017-04-17,Standard Class,5,6,Shipped Early,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.0,7,20.0,7.0,27.0,58,2.57,38.89,Target Not Achieved,9.0,Over Forecast
CA-2017-142979,2017-04-12,2017-04-18,Standard Class,6,6,Shipped On Time,EH-13765,Edward Hooks,Corporate,United States,Lodi,California,95240.0,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,40.0,2,0.0,16.0,59.0,58,20.0,40.0,Target Not Achieved,19.0,Over Forecast
CA-2017-154599,2017-04-12,2017-04-17,Standard Class,5,6,Shipped Early,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.0,3,15.0,-18.0,462.0,312,102.67,-5.84,Target Not Achieved,154.0,Over Forecast
US-2017-158365,2017-04-12,2017-04-17,Standard Class,5,6,Shipped Early,SV-20785,Stewart Visinsky,Consumer,United States,Bloomington,Indiana,47401.0,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.0,5,0.0,16.0,49.0,34,6.4,50.0,Target Not Achieved,17.0,Over Forecast
CA-2017-154599,2017-04-12,2017-04-17,Standard Class,5,6,Shipped Early,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.0,14,20.0,94.0,1610.0,1438,76.79,8.74,Target Not Achieved,535.0,Over Forecast
CA-2017-167724,2017-04-13,2017-04-18,Standard Class,5,6,Shipped Early,BF-11170,Ben Ferrer,Home Office,United States,Baltimore,Maryland,21215.0,East,OFF-LA-10002368,Office Supplies,Labels,Avery 479,8.0,3,0.0,4.0,12.0,8,2.67,50.0,Target Achieved,4.0,Over Forecast
CA-2017-122336,2017-04-13,2017-04-17,Second Class,4,3,Shipped Late,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,18.0,4,20.0,1.0,27.0,548,4.5,5.56,Target Not Achieved,9.0,Over Forecast
CA-2017-122336,2017-04-13,2017-04-17,Second Class,4,3,Shipped Late,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",72.0,12,40.0,8.0,108.0,76,6.0,11.11,Target Not Achieved,36.0,Over Forecast
CA-2017-122336,2017-04-13,2017-04-17,Second Class,4,3,Shipped Late,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,510.0,10,70.0,-408.0,764.0,548,51.0,-80.0,Target Not Achieved,254.0,Over Forecast
CA-2017-122336,2017-04-13,2017-04-17,Second Class,4,3,Shipped Late,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,31.0,13,20.0,10.0,46.0,548,2.38,32.26,Target Not Achieved,15.0,Over Forecast
US-2017-120740,2017-04-15,2017-04-15,Same Day,0,0,Shipped On Time,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,107.0,2,0.0,31.0,160.0,92,53.5,28.97,Target Achieved,53.0,Over Forecast
US-2017-120740,2017-04-15,2017-04-15,Same Day,0,0,Shipped On Time,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049.0,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",188.0,4,0.0,77.0,281.0,163,47.0,40.96,Target Achieved,93.0,Over Forecast
CA-2017-155208,2017-04-16,2017-04-20,Standard Class,4,6,Shipped Early,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403.0,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.0,6,20.0,10.0,59.0,39,6.5,25.64,Target Achieved,20.0,Over Forecast
CA-2017-100678,2017-04-18,2017-04-22,Standard Class,4,6,Shipped Early,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,3.0,2,20.0,1.0,4.0,167,1.5,33.33,Target Not Achieved,1.0,Over Forecast
CA-2017-100678,2017-04-18,2017-04-22,Standard Class,4,6,Shipped Early,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.0,3,30.0,-18.0,475.0,304,105.67,-5.68,Target Achieved,158.0,Over Forecast
CA-2017-100678,2017-04-18,2017-04-22,Standard Class,4,6,Shipped Early,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.0,3,20.0,50.0,224.0,167,49.67,33.56,Target Not Achieved,75.0,Over Forecast
CA-2017-100678,2017-04-18,2017-04-22,Standard Class,4,6,Shipped Early,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,228.0,3,20.0,28.0,341.0,444,76.0,12.28,Target Not Achieved,113.0,Over Forecast
CA-2017-110849,2017-04-18,2017-04-23,Standard Class,5,6,Shipped Early,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,288.0,4,20.0,97.0,431.0,444,72.0,33.68,Target Not Achieved,143.0,Over Forecast
CA-2017-110849,2017-04-18,2017-04-23,Standard Class,5,6,Shipped Early,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,13.0,4,0.0,4.0,20.0,167,3.25,30.77,Target Not Achieved,7.0,Over Forecast
CA-2017-110849,2017-04-18,2017-04-23,Standard Class,5,6,Shipped Early,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",11.0,5,0.0,4.0,16.0,167,2.2,36.36,Target Not Achieved,5.0,Over Forecast
CA-2017-110849,2017-04-18,2017-04-23,Standard Class,5,6,Shipped Early,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",12.0,2,0.0,4.0,17.0,167,6.0,33.33,Target Not Achieved,5.0,Over Forecast
CA-2017-169460,2017-04-19,2017-04-21,Second Class,2,3,Shipped Early,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123.0,West,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.0,3,0.0,27.0,114.0,76,25.33,35.53,Target Achieved,38.0,Over Forecast
CA-2017-158470,2017-04-19,2017-04-23,Second Class,4,3,Shipped Late,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.0,3,0.0,27.0,87.0,141,19.33,46.55,Target Not Achieved,29.0,Over Forecast
CA-2017-158470,2017-04-19,2017-04-23,Second Class,4,3,Shipped Late,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,71.0,11,0.0,34.0,107.0,141,6.45,47.89,Target Not Achieved,36.0,Over Forecast
CA-2017-134572,2017-04-20,2017-04-22,Second Class,2,3,Shipped Early,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",45.0,5,20.0,6.0,67.0,38,9.0,13.33,Target Achieved,22.0,Over Forecast
CA-2017-134572,2017-04-20,2017-04-22,Second Class,2,3,Shipped Early,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,402.0,2,30.0,-132.0,601.0,1326,201.0,-32.84,Target Not Achieved,199.0,Over Forecast
CA-2017-101462,2017-04-20,2017-04-25,Standard Class,5,6,Shipped Early,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",60.0,4,0.0,28.0,90.0,1326,15.0,46.67,Target Not Achieved,30.0,Over Forecast
CA-2017-134572,2017-04-20,2017-04-22,Second Class,2,3,Shipped Early,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.0,5,30.0,-96.0,1114.0,1326,148.8,-12.9,Target Not Achieved,370.0,Over Forecast
CA-2017-136336,2017-04-21,2017-04-26,Standard Class,5,6,Shipped Early,DB-13555,Dorothy Badders,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",829.0,6,0.0,0.0,1241.0,829,138.17,0.0,Target Achieved,412.0,Over Forecast
CA-2017-158064,2017-04-21,2017-04-25,Standard Class,4,6,Shipped Early,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,17.0,5,20.0,6.0,25.0,16,3.4,35.29,Target Achieved,8.0,Over Forecast
CA-2017-122070,2017-04-22,2017-04-24,Second Class,2,3,Shipped Early,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180.0,East,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,248.0,8,0.0,121.0,371.0,258,31.0,48.79,Target Not Achieved,123.0,Over Forecast
CA-2017-122070,2017-04-22,2017-04-24,Second Class,2,3,Shipped Early,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",10.0,3,20.0,3.0,15.0,258,3.33,30.0,Target Not Achieved,5.0,Over Forecast
CA-2017-111857,2017-04-23,2017-04-26,Second Class,3,3,Shipped On Time,NM-18445,Nathan Mautz,Home Office,United States,San Francisco,California,94109.0,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,49.0,1,0.0,23.0,73.0,51,49.0,46.94,Target Not Achieved,24.0,Over Forecast
US-2017-112564,2017-04-23,2017-04-24,First Class,1,1,Shipped On Time,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,3.0,3,70.0,-2.0,4.0,2,1.0,-66.67,Target Achieved,1.0,Over Forecast
US-2017-150119,2017-04-23,2017-04-27,Standard Class,4,6,Shipped Early,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.0,2,30.0,-12.0,421.0,614,140.5,-4.27,Target Not Achieved,140.0,Over Forecast
US-2017-150119,2017-04-23,2017-04-27,Standard Class,4,6,Shipped Early,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.0,8,70.0,-5.0,11.0,51,0.88,-71.43,Target Not Achieved,4.0,Over Forecast
US-2017-150119,2017-04-23,2017-04-27,Standard Class,4,6,Shipped Early,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.0,4,20.0,8.0,33.0,614,5.5,36.36,Target Not Achieved,11.0,Over Forecast
US-2017-157406,2017-04-25,2017-04-29,Standard Class,4,6,Shipped Early,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.0,2,20.0,4.0,16.0,313,5.0,40.0,Target Not Achieved,6.0,Over Forecast
US-2017-157406,2017-04-25,2017-04-29,Standard Class,4,6,Shipped Early,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095.0,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.0,3,20.0,1.0,9.0,313,2.0,16.67,Target Not Achieved,3.0,Over Forecast
CA-2017-166954,2017-04-25,2017-04-30,Standard Class,5,6,Shipped Early,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776.0,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.0,5,0.0,64.0,454.0,1772,60.6,21.12,Target Not Achieved,151.0,Over Forecast
CA-2017-110100,2017-04-25,2017-04-29,Standard Class,4,6,Shipped Early,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403.0,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.0,3,20.0,38.0,453.0,287,100.67,12.58,Target Achieved,151.0,Over Forecast
CA-2017-166954,2017-04-25,2017-04-30,Standard Class,5,6,Shipped Early,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776.0,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,271.0,3,0.0,79.0,405.0,313,90.33,29.15,Target Not Achieved,134.0,Over Forecast
CA-2017-166954,2017-04-25,2017-04-30,Standard Class,5,6,Shipped Early,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.0,5,20.0,149.0,2227.0,1772,297.4,10.02,Target Not Achieved,740.0,Over Forecast
CA-2017-116785,2017-04-26,2017-04-30,Standard Class,4,6,Shipped Early,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.0,5,0.0,6.0,32.0,35,4.2,28.57,Target Not Achieved,11.0,Over Forecast
CA-2017-147298,2017-04-26,2017-05-03,Standard Class,7,6,Shipped Late,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.0,6,20.0,6.0,27.0,17,3.0,33.33,Target Achieved,9.0,Over Forecast
CA-2017-116785,2017-04-26,2017-04-30,Standard Class,4,6,Shipped Early,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,13.0,2,0.0,6.0,19.0,35,6.5,46.15,Target Not Achieved,6.0,Over Forecast
CA-2017-147298,2017-04-26,2017-05-03,Standard Class,7,6,Shipped Late,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.0,3,20.0,23.0,345.0,216,76.67,10.0,Target Achieved,115.0,Over Forecast
CA-2017-140228,2017-04-28,2017-05-03,Standard Class,5,6,Shipped Early,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055.0,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.0,3,20.0,2.0,41.0,731,9.0,7.41,Target Not Achieved,14.0,Over Forecast
CA-2017-132983,2017-04-28,2017-05-03,Standard Class,5,6,Shipped Early,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701.0,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,160.0,2,0.0,58.0,240.0,160,80.0,36.25,Target Achieved,80.0,Over Forecast
CA-2017-140228,2017-04-28,2017-05-03,Standard Class,5,6,Shipped Early,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055.0,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",178.0,2,20.0,-38.0,266.0,731,89.0,-21.35,Target Not Achieved,88.0,Over Forecast
CA-2017-118976,2017-04-28,2017-05-03,Standard Class,5,6,Shipped Early,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",21.0,2,0.0,9.0,31.0,731,10.5,42.86,Target Not Achieved,10.0,Over Forecast
CA-2017-131387,2017-04-28,2017-04-30,First Class,2,1,Shipped Late,AI-10855,Arianne Irving,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1680.0,5,20.0,126.0,2516.0,1630,336.0,7.5,Target Achieved,836.0,Over Forecast
